"","Img","MeasDate","MeasTime","Tube","Location","PxSizeH","PxSizeV","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","Crop","RepSet","AnyRootsRef","AnyRootsLog","AnyRootsTrace","Subject","Frame","RinC","ImgID"
"446","CONSISTEST_T001_L074_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,74,0.025532,0.02537,65.5157,4.1284,12.9696,0.6301,0.465,6,65.5157,4.1284,12.9696,0.6301,0.465,6,0,0,0,0,0,0,0,0,0,0,0,0,10,51.0643,0.4944,0.4944,0.4944,12.9681,0,0,0,0,0,4.0923,0.1165,0.1942,0.2718,8.2949,0,0,0,0,0,1.3026,0.0371,0.0618,0.0865,2.6403,0,0,0,0,0,0.0261,0.0022,0.0061,0.0119,0.4222,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,"Prairie",10,"y","n","y","LF","74","1","74"
"453","CONSISTEST_T001_L081_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,81,0.025532,0.02537,64.4508,4.2931,13.487,0.6661,0.485,7,64.4508,4.2931,13.487,0.6661,0.485,7,0,0,0,0,0,0,0,0,0,0,0,0,10,48.08,1.1475,1.1475,1.1475,12.9282,0,0,0,0,0,3.866,0.2704,0.4506,0.6309,8.2691,0,0,0,0,0,1.2306,0.0861,0.1434,0.2008,2.6321,0,0,0,0,0,0.0248,0.0051,0.0141,0.0276,0.4209,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,"Prairie",10,"y","n","y","LF","81","1","74"
"459","CONSISTEST_T001_L087_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,87,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",3,"y","n","n","LF","87","3","36"
"462","CONSISTEST_T001_L090_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,90,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",6,"y","n","n","LF","90","3","43"
"464","CONSISTEST_T001_L092_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,92,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",7,"y","y","n","LF","92","1","92"
"468","CONSISTEST_T001_L096_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,96,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prairie",12,"y","n","n","LF","96","3","28"
"469","CONSISTEST_T001_L097_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,97,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",1,"y","n","n","LF","97","1","55"
"470","CONSISTEST_T001_L098_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,98,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",3,"y","n","n","LF","98","3","36"
"471","CONSISTEST_T001_L099_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:07:47",1,99,0.025532,0.02537,4.8473,0.7512,2.3601,1.5498,0.216,2,4.8473,0.7512,2.3601,1.5498,0.216,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3.2026,0,0,0,0,0,0,0,1.6447,0,0.2561,0,0,0,0,0,0,0,2.104,0,0.0815,0,0,0,0,0,0,0,0.6697,0,0.0016,0,0,0,0,0,0,0,0.2142,0,1,0,0,0,0,0,0,0,1,0,"Switch",9,"y","y","y","LF","99","3","29"
"478","CONSISTEST_T002_L006_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,6,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",7,"y","y","n","LF","106","1","92"
"479","CONSISTEST_T002_L007_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,7,0.025532,0.02537,87.6917,15.4743,48.6139,1.7646,7.669,12,87.6917,15.4743,48.6139,1.7646,7.669,12,0,0,0,0,0,0,0,0,0,0,0,0,10,64.5265,0.2309,0.2309,0.2309,5.3969,0.3987,0.3987,0.3987,0.3987,15.4807,5.1637,0.0544,0.0907,0.1269,3.479,0.3445,0.4071,0.4697,0.5324,37.9455,1.6437,0.0173,0.0289,0.0404,1.1074,0.1096,0.1296,0.1495,0.1695,12.0784,0.0329,0.001,0.0028,0.0056,0.1786,0.0237,0.0331,0.044,0.0566,7.4631,9,0,0,0,2,0,0,0,0,1,"Corn",2,"y","n","y","LF","107","2","10"
"484","CONSISTEST_T002_L012_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,12,0.025532,0.02537,62.8006,4.1871,13.1541,0.6667,0.498,7,62.8006,4.1871,13.1541,0.6667,0.498,7,0,0,0,0,0,0,0,0,0,0,0,0,10,48.27,0,0,0,14.5307,0,0,0,0,0,3.8595,0,0,0,9.2946,0,0,0,0,0,1.2285,0,0,0,2.9586,0,0,0,0,0,0.0246,0,0,0,0.4731,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,"Prairie",10,"y","n","y","LF","112","1","74"
"487","CONSISTEST_T002_L015_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,15,0.025532,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",7,"y","n","n","LF","115","1","92"
"491","CONSISTEST_T002_L019_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,19,0.025532,0.02537,18.5903,2.4041,7.5527,1.2932,0.357,2,18.5903,2.4041,7.5527,1.2932,0.357,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7.7517,0,0,0,10.8386,0,0,0,0,0,0.6198,0,0,0,6.9329,0,0,0,0,0,0.1973,0,0,0,2.2068,0,0,0,0,0,0.0039,0,0,0,0.3529,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Misc",4,"y","y","y","LF","119","1","40"
"496","CONSISTEST_T002_L024_2011.06.06_155541_001_CKB.jpg","6/15/2011","11:24:32",2,24,0.025532,0.02537,12.3062,7.0492,22.1456,5.7281,3.195,1,12.3062,7.0492,22.1456,5.7281,3.195,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.9655,11.3407,0,0,0,0,0,0,0,0,1.3,20.8456,0,0,0,0,0,0,0,0,0.4138,6.6354,0,0,0,0,0,0,0,0,0.1393,3.0617,0,0,0,0,0,0,0,0,1,0,"Misc",6,"y","y","y","LF","124","3","43"
"1051","CONSISTEST_T001_L005_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,5,0.024011,0.025105,10.5615,1.5514,4.8738,1.4689,0.181,4,10.5615,1.5514,4.8738,1.4689,0.181,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8.4862,2.0753,0,0,0,0,0,0,0,0,3.7684,1.1054,0,0,0,0,0,0,0,0,1.1995,0.3519,0,0,0,0,0,0,0,0,0.1337,0.0469,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"Prairie",11,"y","y","y","MPD","5","2","5"
"1081","CONSISTEST_T001_L008_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,8,0.024011,0.025105,27.8163,5.4403,17.0911,1.9558,1.339,7,27.8163,5.4403,17.0911,1.9558,1.339,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.6962,10.5158,9.5179,0.2777,0.2777,0.2777,0.2777,0.2777,2.6977,0,0.9015,4.4419,4.9279,0.1963,0.2399,0.2836,0.3272,0.3708,5.402,0,0.287,1.4139,1.5686,0.0625,0.0764,0.0903,0.1041,0.118,1.7195,0,0.0177,0.1508,0.2033,0.011,0.0165,0.023,0.0307,0.0394,0.8759,0,1,4,2,0,0,0,0,0,0,"Switch",8,"y","y","y","MPD","8","2","8"
"1101","CONSISTEST_T001_L010_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,10,0.024011,0.025105,86.872,35.9397,112.908,4.1371,16.38,15,86.872,35.9397,112.908,4.1371,16.38,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10.643,6.9777,24.8805,11.8992,12.3885,1.4487,18.6344,0,0,0,6.0845,5.0051,21.5719,12.3121,14.4323,1.9234,51.5788,0,0,0,1.9367,1.5932,6.8666,3.9191,4.5939,0.6122,16.418,0,0,0,0.2779,0.2865,1.49,1.0151,1.339,0.2033,11.8519,0,0,0,5,2,4,2,1,0,1,"Corn",2,"y","y","y","MPD","10","2","10"
"1121","CONSISTEST_T001_L012_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,12,0.024011,0.025105,22.3608,4.6241,14.5271,2.068,0.787,6,22.3608,4.6241,14.5271,2.068,0.787,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.1714,2.7965,10.4908,3.9022,0,0,0,0,0,0,2.2292,1.5747,7.4611,3.2621,0,0,0,0,0,0,0.7096,0.5013,2.3749,1.0384,0,0,0,0,0,0,0.077,0.071,0.4229,0.2171,0,0,0,0,0,0,3,1,2,0,0,0,0,0,"Misc",5,"y","y","y","MPD","12","2","12"
"1181","CONSISTEST_T001_L018_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,18,0.024011,0.025105,10.1803,2.0355,6.3946,1.9994,0.322,4,10.1803,2.0355,6.3946,1.9994,0.322,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7.7302,2.4501,0,0,0,0,0,0,0,0,4.6719,1.7227,0,0,0,0,0,0,0,0,1.4871,0.5484,0,0,0,0,0,0,0,0,0.2251,0.0967,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Prairie",11,"y","y","y","MPD","18","2","5"
"1281","CONSISTEST_T001_L028_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,28,0.024011,0.025105,20.2958,3.6264,11.3928,1.7868,0.512,2,20.2958,3.6264,11.3928,1.7868,0.512,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17.729,2.5668,0,0,0,0,0,0,0,0,9.6561,1.7367,0,0,0,0,0,0,0,0,3.0736,0.5528,0,0,0,0,0,0,0,0,0.4188,0.0936,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Prairie",12,"y","y","y","MPD","28","3","28"
"1291","CONSISTEST_T001_L029_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,29,0.024011,0.025105,4.3005,1.1768,3.6971,2.7365,0.257,2,4.3005,1.1768,3.6971,2.7365,0.257,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.5693,0.604,1.1273,0,0,0,0,0,0,0,1.9822,0.5601,1.1547,0,0,0,0,0,0,0,0.631,0.1783,0.3676,0,0,0,0,0,0,0,0.1217,0.0413,0.0943,0,0,0,0,0,0,0,1,0,1,0,0,0,"Switch",9,"y","y","y","MPD","29","3","29"
"1341","CONSISTEST_T001_L034_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,34,0.024011,0.025105,22.3896,3.9787,12.4995,1.777,0.579,6,22.3896,3.9787,12.4995,1.777,0.579,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.4784,3.7362,10.4498,6.7253,0,0,0,0,0,0,0.4564,1.536,5.8914,4.6157,0,0,0,0,0,0,0.1453,0.4889,1.8753,1.4692,0,0,0,0,0,0,0.0112,0.0508,0.2652,0.2522,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,"Misc",5,"y","y","y","MPD","34","2","12"
"1361","CONSISTEST_T001_L036_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,36,0.024011,0.025105,1.461,0.1076,0.3382,0.7367,0.006,1,1.461,0.1076,0.3382,0.7367,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.461,0,0,0,0,0,0,0,0,0,0.3382,0,0,0,0,0,0,0,0,0,0.1076,0,0,0,0,0,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Corn",3,"y","n","y","MPD","36","3","36"
"1401","CONSISTEST_T001_L040_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,40,0.024011,0.025105,18.3805,4.8112,15.1148,2.6176,1.096,2,18.3805,4.8112,15.1148,2.6176,1.096,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3.0565,4.5689,0,0,9.0581,1.6969,0,0,0,0,1.4158,2.4807,0,0,9.1647,2.0537,0,0,0,0,0.4507,0.7896,0,0,2.9172,0.6537,0,0,0,0,0.0522,0.1077,0,0,0.7382,0.1979,0,0,0,0,0,1,0,0,1,0,0,0,"Misc",4,"y","n","y","MPD","40","1","40"
"1421","CONSISTEST_T001_L042_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,42,0.024011,0.025105,5.0605,1.4745,4.6322,2.9137,0.379,2,5.0605,1.4745,4.6322,2.9137,0.379,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.3607,2.0223,0,0,0,1.6776,0,0,0,0,0.8402,1.5023,0,0,0,2.2898,0,0,0,0,0.2674,0.4782,0,0,0,0.7289,0,0,0,0,0.0413,0.0891,0,0,0,0.2488,0,0,0,0,1,0,0,0,0,1,0,"Switch",9,"y","y","y","MPD","42","3","29"
"1431","CONSISTEST_T001_L043_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,43,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",6,"y","n","n","MPD","43","3","43"
"1441","CONSISTEST_T001_L044_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,44,0.024011,0.025105,20.2831,5.6316,17.6922,2.7765,1.23,2,20.2831,5.6316,17.6922,2.7765,1.23,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20.2831,0,0,0,0,0,0,0,0,0,17.6922,0,0,0,0,0,0,0,0,0,5.6316,0,0,0,0,0,0,0,0,0,1.2297,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Prairie",12,"y","y","y","MPD","44","3","28"
"1501","CONSISTEST_T001_L050_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,50,0.024011,0.025105,18.4941,5.1828,16.2822,2.8024,1.257,2,18.4941,5.1828,16.2822,2.8024,1.257,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7.7071,0,0,7.6957,3.0912,0,0,0,0,0,4.2585,0,0,8.3142,3.7095,0,0,0,0,0,1.3555,0,0,2.6465,1.1808,0,0,0,0,0,0.1876,0,0,0.7148,0.3546,0,0,0,0,0,1,0,0,1,0,0,0,"Misc",4,"y","y","y","MPD","50","1","40"
"1551","CONSISTEST_T001_L055_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,55,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",1,"y","y","n","MPD","55","1","55"
"1571","CONSISTEST_T001_L057_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,57,0.024011,0.025105,27.5598,5.0235,15.7818,1.8228,0.764,7,27.5598,5.0235,15.7818,1.8228,0.764,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7.8883,14.6148,1.7262,3.3306,0,0,0,0,0,0,3.6073,7.9208,1.1702,3.0835,0,0,0,0,0,0,1.1483,2.5213,0.3725,0.9815,0,0,0,0,0,0,0.1315,0.3424,0.0632,0.2272,0,0,0,0,0,0,1,4,1,1,0,0,0,0,"Switch",8,"y","y","y","MPD","57","2","8"
"1591","CONSISTEST_T001_L059_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,59,0.024011,0.025105,27.16,6.1279,19.2513,2.2562,1.569,7,27.16,6.1279,19.2513,2.2562,1.569,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4.8591,18.0041,1.1021,0.1679,0.1679,0.1679,0.1679,2.5233,0,0,2.2516,10.1484,0.7365,0.145,0.1714,0.1977,0.2241,5.3766,0,0,0.7167,3.2303,0.2344,0.0462,0.0546,0.0629,0.0713,1.7114,0,0,0.083,0.4582,0.0392,0.01,0.0139,0.0185,0.0238,0.9297,0,0,1,6,0,0,0,0,0,0,"Switch",8,"y","y","y","MPD","59","2","8"
"1611","CONSISTEST_T001_L061_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,61,0.024011,0.025105,10.4619,2.023,6.3554,1.9337,0.308,4,10.4619,2.023,6.3554,1.9337,0.308,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10.4619,0,0,0,0,0,0,0,0,0,6.3554,0,0,0,0,0,0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0.3078,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Prairie",11,"y","y","y","MPD","61","2","5"
"1651","CONSISTEST_T001_L065_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,65,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",1,"y","n","n","MPD","65","1","55"
"1671","CONSISTEST_T001_L067_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,67,0.024011,0.025105,87.7091,35.9957,113.0837,4.104,15.694,14,87.7091,35.9957,113.0837,4.104,15.694,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12.1598,5.5502,12.4711,23.5777,12.9145,5.5768,15.4589,0,0,0,7.3344,3.8953,11.2426,24.4584,15.1945,7.4219,43.5366,0,0,0,2.3346,1.2399,3.5786,7.7853,4.8366,2.3625,13.8581,0,0,0,0.3529,0.218,0.8076,2.022,1.424,0.7866,10.1156,0,0,0,5,2,2,2,2,1,0,"Corn",2,"y","y","y","MPD","67","2","10"
"1701","CONSISTEST_T001_L070_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,70,0.024011,0.025105,22.8024,5.1175,16.0771,2.2443,0.943,6,22.8024,5.1175,16.0771,2.2443,0.943,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.9712,6.1436,3.3936,10.2939,0,0,0,0,0,0,1.2543,3.6509,2.5285,8.6435,0,0,0,0,0,0,0.3993,1.1621,0.8048,2.7513,0,0,0,0,0,0,0.0425,0.1733,0.1503,0.5777,0,0,0,0,0,0,1,3,0,2,0,0,0,0,"Misc",5,"y","y","y","MPD","70","2","12"
"1741","CONSISTEST_T001_L074_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,74,0.024011,0.025105,56.6827,14.2044,44.6243,2.5059,2.966,7,56.6827,14.2044,44.6243,2.5059,2.966,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0491,13.3333,27.6046,6.7757,2.6438,1.9255,4.3508,0,0,0,0.0229,8.1691,20.0623,5.7225,2.6894,2.2825,5.6756,0,0,0,0.0073,2.6003,6.386,1.8215,0.8561,0.7266,1.8066,0,0,0,9e-04,0.3986,1.1639,0.385,0.2178,0.2155,0.5892,0,0,0,1,3,2,1,0,0,0,0,"Prairie",10,"y","y","y","MPD","74","1","74"
"1811","CONSISTEST_T001_L081_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,81,0.024011,0.025105,64.214,13.48,42.3486,2.0992,2.277,8,64.214,13.48,42.3486,2.0992,2.277,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3.8069,22.5519,34.6704,0.9153,2.2696,0,0,0,0,0,1.763,13.3208,24.1094,0.7907,2.3646,0,0,0,0,0,0.5612,4.2401,7.6742,0.2517,0.7527,0,0,0,0,0,0.065,0.6284,1.3356,0.0544,0.1963,0,0,0,0,0,0,5,3,0,0,0,0,0,"Prairie",10,"y","y","y","MPD","81","1","74"
"1871","CONSISTEST_T001_L087_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,87,0.024011,0.025105,1.5865,0.1948,0.612,1.2279,0.019,1,1.5865,0.1948,0.612,1.2279,0.019,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.5865,0,0,0,0,0,0,0,0,0,0.612,0,0,0,0,0,0,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0.0188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Corn",3,"y","y","y","MPD","87","3","36"
"1901","CONSISTEST_T001_L090_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,90,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",6,"y","n","n","MPD","90","3","43"
"1921","CONSISTEST_T001_L092_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,92,0.024011,0.025105,4.241,0.8159,2.5633,1.9239,0.13,2,4.241,0.8159,2.5633,1.9239,0.13,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.0639,1.6676,0.6772,0.8322,0,0,0,0,0,0,0.4927,0.8865,0.4849,0.6992,0,0,0,0,0,0,0.1568,0.2822,0.1544,0.2226,0,0,0,0,0,0,0.0182,0.0375,0.0277,0.0468,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Switch",7,"y","y","y","MPD","92","1","92"
"1961","CONSISTEST_T001_L096_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,96,0.024011,0.025105,20.4516,6.6281,20.8228,3.2409,1.691,2,20.4516,6.6281,20.8228,3.2409,1.691,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,18.9796,1.4721,0,0,0,0,0,0,0,0,19.0676,1.7553,0,0,0,0,0,0,0,0,6.0694,0.5587,0,0,0,0,0,0,0,0,1.5245,0.1667,0,0,0,0,0,0,0,0,2,0,0,0,"Prairie",12,"y","y","y","MPD","96","3","28"
"1971","CONSISTEST_T001_L097_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,97,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",1,"y","n","n","MPD","97","1","55"
"1981","CONSISTEST_T001_L098_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,98,0.024011,0.025105,1.5349,0.3015,0.9473,1.9646,0.047,1,1.5349,0.3015,0.9473,1.9646,0.047,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.5349,0,0,0,0,0,0,0,0,0,0.9473,0,0,0,0,0,0,0,0,0,0.3015,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Corn",3,"y","y","y","MPD","98","3","36"
"1991","CONSISTEST_T001_L099_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,99,0.024011,0.025105,4.8277,1.4961,4.7,3.0989,0.385,2,4.8277,1.4961,4.7,3.0989,0.385,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.135,1.0289,0,0.2399,1.424,0,0,0,0,0,1.6476,0.9023,0,0.2988,1.8514,0,0,0,0,0,0.5244,0.2872,0,0.0951,0.5893,0,0,0,0,0,0.1012,0.0631,0,0.0296,0.1916,0,0,0,0,0,1,0,0,1,0,0,"Switch",9,"y","y","y","MPD","99","3","29"
